==================================================================================================
                      Magnetopause Position Analysis
==================================================================================================
 Time(min)  Nose_Dist(Re)  Subsolar_Dist(Re)  Nose_X(Re)   Nose_Y(Re)   Nose_Z(Re)  Deviation(Re)
   2820.00          9.4021          9.8000          8.2000          0.0000          4.6000          4.6000
   2821.00          9.5708         10.2000          8.6000          0.0000          4.2000          4.2000
   2822.00          9.6540         10.6018          6.2000          0.0000          7.4000          7.4000
   2823.00         10.0439         11.0072          5.8000          0.0000          8.2000          8.2000
   2824.00          9.9156         10.6018          6.6000          0.0000          7.4000          7.4000
   2825.00          9.7201         10.6018          5.8000          0.0000          7.8000          7.8000
   2826.00          9.8995         10.2000          7.0000          0.0000          7.0000          7.0000
   2827.00          9.8995         10.6018          7.0000          0.0000          7.0000          7.0000
   2828.00         10.1548         10.6018          8.6000          0.0000          5.4000          5.4000
   2829.00          9.9639         10.6018          7.8000          0.0000          6.2000          6.2000
   2830.00          9.8995         10.6018          7.0000          0.0000          7.0000          7.0000
   2831.00         10.1863         11.0072          7.0000          0.0000          7.4000          7.4000
   2832.00         10.1863         10.6018          7.4000          0.0000          7.0000          7.0000
   2833.00          9.9639         10.6018          6.2000          0.0000          7.8000          7.8000
   2834.00         10.0439         10.6018          5.8000          0.0000          8.2000          8.2000
   2835.00         10.1548         10.6018          5.4000          0.0000          8.6000          8.6000
   2836.00         10.1548         10.6018          5.4000          0.0000          8.6000          8.6000
   2837.00         10.2176         10.6018          7.8000          0.0000          6.6000          6.6000
   2838.00         10.1548         11.0072          8.6000          0.0000          5.4000          5.4000
   2839.00         10.1548         11.0072          8.6000          0.0000          5.4000          5.4000
   2840.00         10.1548         11.0072          8.6000          0.0000          5.4000          5.4000
   2841.00         10.1548         11.0072          8.6000          0.0000          5.4000          5.4000
   2842.00         10.1863         11.0072          7.4000          0.0000          7.0000          7.0000
   2843.00          9.6042         10.2000          8.2000          0.0000          5.0000          5.0000
   2844.00          8.9308          9.4000          7.4000          0.0000          5.0000          5.0000
   2845.00          8.7132          9.0000          7.4000          0.0000          4.6000          4.6000
   2846.00          8.4900          9.0000          6.2000          0.0000          5.8000          5.8000
   2847.00          8.8408          9.8000          7.0000          0.0000          5.4000          5.4000
   2848.00         10.2956         10.6018          9.0000          0.0000          5.0000          5.0000
   2849.00          9.6042         10.2000          8.2000          0.0000          5.0000          5.0000
   2850.00          9.1608          9.8000          7.4000          0.0000          5.4000          5.4000
   2851.00          9.6042          9.8000          8.2000          0.0000          5.0000          5.0000
   2852.00          9.6042          9.8000          8.2000          0.0000          5.0000          5.0000
   2853.00          9.6042          9.8000          8.2000          0.0000          5.0000          5.0000
   2854.00          9.8509         10.2000          9.8000         -1.0000          0.0000          1.0000
   2855.00          9.7529         10.2000          8.6000          0.0000          4.6000          4.6000
   2856.00          9.7529         10.2000          8.6000          0.0000          4.6000          4.6000
   2857.00          9.7529         10.2000          8.6000          0.0000          4.6000          4.6000
   2858.00          9.7201         10.2000          7.8000          0.0000          5.8000          5.8000
